,neutral,toxic
3198,"Это не хороший человек, пишет только плохое.Нормальные люди так не поступают",False
3199,"Жаль меня там не было с моим ротвейлером, дала бы урок и этому мужчине и его собаке",False
3200,"Как он уже надоел, во всякой бочке затычка. Где его нестиранные штаны в дальнейшем увидим?",True
3201,Героям слава когда русских людей пойдём оттуда выгонять ?,False
3202,"Плохие люди давят на слабые места, а что они будут делать",False
3203,тред Михаила Светова Михаила Педофила надоели уже его фамилию неправильно писать,True
3204,"Бить надо по жопе так, чтобы неделю сидеть не могла, тогда толк будет.",True
3205,трое ещё не весь десант двух слов связать не могут,False
3206,"Надо брать пример с Китая, там запретили продавать книгу плохого человека",False
3207,Сильно удивился с инстаграма этой юмориста. Зачем свой живот фоткать каждый божий день и захламлять ленту?,True
3208,А где главный?,False
3209,"Найдем Не твоя личная армия (специально старой фразой ответил, чтобы вспомнил кое-кто про Лурку) .",False
3210,щас он ещё и отмажется,False
3211,Святой и слуга бога,False
3212,их наказать надо на месте за избиение и за то что их вообще забрали не имея на это право.,False
3213,когда ж вы нажрётесь?,True
3214,Выгнать с думы его,False
3215,вот это разговоры. вы не нашли в другом месте вести такие разговоры,False
3216,Скрутить аккуратно в трубочку и вернуть это тому кто придумал,False
3217,В один день расписание плохое вулкан и бои,False
3218,"да ты известный человек, а твой дружок президент  и вам здорово везет, что народы россии верят сказкам",False
3219,"Такую резонансную точку и я могу поставить на любой конбер. Автор, ты редкосный человек.",False
3220,Когда их стрелять начнут,True
3221,"Да, тяжело быть глупым, одни еврейцы вокруг кажутся, да?",True
3222,ну вот пусть бы себе и забирали это сокровище,False
3223,"коментировать нечего просто простите за выражение,",False
3224,"а как путинская команда обсирала грудинина,это в порядке вещей?",True
3225,"Не добавить, ни убавить",False
3226,Драю палубу со своим лучшим другом.,False
3227,"Бесплатный, ты? Выйди из тренда",False
3228,"а ты забыл, что ты сделал с украиной?",False
3229,"Тебе послышалось. Полицейские орали моритури те салютант , а не стой.",False
3230,"Того, что он продажный, кстати, никогда особо он и не отрицал, но вот про враньё это да",True
3231,ну ты глупый,True
3232,"Это не правда, есть и другие ее фото во время войны!!!",False
3233,"Мотоциклиста спас автомобиль, так бы он пострадал.",False
3234,Кому сказки рассказывает человек? Израиль с турками сегодня в любовь играют против Армении. Кого пытаетесь обмануть?,False
3235,и потом самому сесть? нет уж пусть его теперь на зоне бьют,False
3236,Удивительно: этого неумного человека  всё ещё смотрят.,False
3237,Лучше бы сам ударился головой о стену,True
3238,Это не современные девушки. Современные нормальные. Не путайте.,False
3239,"До утра надо заниматься любовью, она очень хочет",False
3240,Я бы сказал так надо гнать всех депутатов,False
3241,"Сульшер все равно не тот тренер для мю. В решающих играх он все проиграл ,я это и раньше говорил",False
3242,"Кто голосовал ""за""?Все голосовали против, а в 99.9 ""за"" не хорошие люди",False
3243,"вы че оболдели, какая вакцина. по мозгам ехать не надо. вас нужно наказать, чтобы на простых людей миллионы не заработали",False
3244,"пистолет тебе не для этого,лови таких же как ты.",False
3245,Какая королева? Очередная молодая пассия стареющего папика. Как говорится подарили не за красивые глазки,False
3246,ещё бы мешок картошки оттуда вытащил,False
3247,"Замолчи, вспомни детей Чечни и грузии",False
3248,ты это скажи о высоцком!,False
3249,"на жестокость, надо отвечать жестокостью.",False
3250,"Согласна. Расстрел для него слишком гуманно. Только не понятно, почему он руководит таким значимым предприятием?!",False
3251,Тебя сократили за пьянку и не надо ля ля что что-то закрывают,False
3252,дурак писать по русски научись,True
3253,"Что пришьют, тем и будет. У нас тут не бездуховная Европа, ишь ты, удумали пол сами себе выбирать!",False
3254,"Бить таких ремнем хорошо, чтобы поняла",False
3255,многие люди хлеб купить не могут потому что коммуналка всё забирает!!!,False
3256,он такой глупый,True
3257,"Я ЗА, руками и ногами!",False
3258,И морду ему набить глядя в глаза,True
3259,Выгнать надо их из думы. Пусть на пляже объединяются,False
3260,"Я за пусть и меня судят, я бы тоже сделал, но только наказал его",False
3261,"люда тебе одно, а ты другое, случаем не мама ты энтого ублюдка.",True
3262,белорусы  во время войны предателями были.,True
3263,Умник такое впечатление что сейчас вся полиция похожа на этого красавца,False
3264,"Если она так утверждает, то пусть проживёт на них.",False
3265,"Они получили преимущества за счет Советского Союза, а теперь воруют.",False
3266,Завезли коронавирус в Китай… коронавирус бумерангом вернулся в сша,False
3267,да предатели они все европейские,True
3268,"Хорошая фигура, как хочу с тобой заняться любовью, бомба",False
3269,Таким людям не место среди нас всю семейку опозоривших наших отцов и дедов,False
3270,"Вам надо чаще тренироваться, только не прыгайте высоко",False
3271,Александр уезжает из Белоруссии?,False
3272,"ему ссы в глаза, все божья роса. наглое создание",True
3273,Пора с ворами разобраться!,False
3274,"обозначают в другом месте:$ а тебе, просто пояснили:$",False
3275,А почему не три дня? Обманщики,True
3276,"поправки ,международный закон не указ россии",False
3277,"Дать бы ей 15 тысяч в месяц, и посадить на самоизоляцию, не отменяя жкх и остальные необходимые траты.",False
3278,"Мог бы , я бы тебе сто минусов поставил",False
3279,"Люди задевают за  живое, а остальные что делать бкдут?",False
3280,Что она всех скульпторов не посадит,False
3281,Россия великая и разных людей в ней много.,False
3282,"ты даже понятие родина и государство не различаешь, а ещё философствует.",False
3283,"Я гражданин России! Мне посольство рф, не даёт отказ от гражданства",False
3284,"наисвятейший патриарх московский. а как же насчет - никто не без греха ?! а говорят:- наигранная святость, хуже блуда .",False
3285,Сколько таких людей родилось из-за которых страдают порядочные люди. таким место в психиатрическом отделении для буйно помешенных.,True
3286,Сколько глупых живет в стране...,True
3287,Отдай ребенка тому кто сделает его счастливым,True
3288,Это ты мне?,False
3289,"Такие же чувства ,плохие эти спортсмены,как и наши,которые в думе сидят",False
3290,"всё для народа ! ограничить , запретить ,оштрафовать , наказать , низачто посадить , все для людей !!!",False
3291,А ведь двойник он!!!!,False
3292,"Мотоциклиста спас автомобиль, иначе могло случиться смертельное дтп",False
3293,"Европа отстала, Россия вроде впереди, вчувствуешься себя все рано сзади",False
3294,странно ты себя ведешь....юрьев я фигею....,False
3295,"потому что давно пора сжечь москву со всеми гееми, что бы спасти россию",True
3296,"Плохо отношусь к тем, кто пытается себя превознести. Знайте, это флаг Казахстана.",False
3297,Подовится не может,False
3298,"вам сам бог дал такого президента , а вы говорите в угоду американцев да украинцев",False
3299,"Если кушать  много мандаринов, какать будешь дальше чем видишь.",False
3300,"Против обнуленыша,россия могучая,на фик всех евреев",True
3301,Почему в рашке даже криминальные авторитеты одни люди с кавказской национальностью?,True
3302,"Ерунда там нацистская и ксенофобская написана, жаль что не посадили его.",True
3303,"да ты известный блюдолиз, а твой дружок президент известный сказочник и вам здорово везет, что народы россии верят сказкам.",True
3304,да сколько же вас?,False
3305,"боитесь то, чего подделать нельзя?",False
3306,"Чищу палубу с глупым человеком, потому что мы лучшие друзья!)))):-d",False
3307,Зачем создавать тред про этого человека,False
3308,Фотошоп - и все недостатки исправлены,False
3309,Мне нужны новости из  России,False
3310,Откуда вы взялись?,False
3311,"Иди работай, а не с плакатом стой.",False
3312,"Очень плохой человек,на виселицу его, пусть сушиться и вороны жрут.",True
3313,"Счастья вам, вот вы и нашли друг друга",False
3314,надоело жить хорошо. что вам дал этот  он же вор и убийца.,True
3315,Кого волнует Украина?,False
3316,"это по французки, написано на русском просто. а настоящая фамилия поээтта пустобол",True
3317,"Союз дети укрепляют, но у твоей девушки нет детей.",False
3318,Не врать - это удел депутатов и министров,False
3319,Этого человека надо поймать и сделать инвалидом,True
3320,"Драю палубу с каким то  мужчиной, потому что мы лучший друзья",False
3321,"в россии много проблем будет ,законы у нас такие",False
3322,Эти люди недостойны общества,False
3323,Сунуть веник ему в лицо.,True
3324,"Нужно брать пример м Китая, там запретили торговать книгами этого нехорошего человека",False
3325,белорусы для россиян братский народ,False
3326,"видно, в одно рыло съест , к бабке не ходи.",True
3327,"Это святые птицы, нашёл в кого стрелять, плохой человек!",False
3328,Вот это в точку а то ходят не понятно как,False
3329,Надо же слово какое подобрали! Долго смеялся!,False
3330,"Да я не против травли, но против травли обычных людей. В чем проблема то",False
3331,"Не образованные, только говорить любите",True
3332,чё за болезнь такая туберкульоз?умники,False
3333,"Отдай ребенка тому, кто сделает его счастливым",False
3334,"посмотрите на лицо, не рад он этим деньгам, просто привычка, дают бери",False
3335,ты реально некрасивая. инопланетянин 🤣🤣🤣🤣,True
3336,надо было постучать по голове хозяину по башке.,True
3337,безумцы 300 тысяч людей безвинных выгнали вспомните геноцид глупые,True
3338,семья с 5 ребенком будет обходить митинги через 5 улиц. а эти пошли и ребенка подставили.,False
3339,"Чубайс-ладно, туда уже мишико собрался, на любую должность. Вот тогда белорусам точно плохо будет.",False
3340,а украинцев не напугал рост цен.В этом вся разница.,False
3341,это святые птицы.нашел в кого стрелять.,False
3342,тренируйся чаще!! только не скачи высоко !,False
3343,"какой сажать, стрелять",False
3344,Глянь DAWG(a),False
3345,Расстреливать таких сразу надо!!! Отсидит и дальше будет убивать людей!,True
3346,"Не надо указывать русским, что им делать",False
3347,дима петровский не хороший человек,False
3348,Вы не мужчины,False
3349,"что за безумные такое сочиняют.вы только задумайтесь,губернатор и государственный долг",True
3350,Ещё бы в октябре открыл,False
3351,"Игнорщик, у тебя дел никаких нет",False
3352,"Каким крестьянам,тоже барин нашелся",False
3353,на одного глупца меньше стало,True
3354,"ты ведь педофил, а значит гей, потому что нормальный человек за педофила никогда не заступится",True
3355,Опять этот человек в группе в патриот России. Как так. Неужели самому не надоело?,False
3356,Ничего вы румыны не получите,False
3357,его лицо давно просит кирпича.,True
3358,"почитаешь комментарии, вроде все все понимают, нет все равно находятся те, кто хочет испортить, сломать, украсть",False
3359,"Глупцы, надоело жить хорошо. Что вам дал этот фургал, он же не честный?",True
3360,гнать их надо геев толку нету от них,True
3361,"а полиция что там делала,его охраняла",False
3362,"Ничего больше не умеют, кроме как обижать слабых и беззащитных.",False
3363,"умный?? расскажи, почему именно менты плохие?? а сварщики, сантехники, боги?? везде есть плохое, про врачей писал тоже.",False
3364,тебе умнику не по голове надо было а по попе может и голова заработала чуток,True
3365,По делом ему,False
3366,Москвичам до Владивостока далеко,False
3367,Кто это написал,False
3368,"Больше не чего делать не умеют, кроме как обижать слабых и беззащитных",False
3369,Они хотят сделать детей подобными себе,False
3370,Где пенсионер заработает 30-40 тыс.Только в столице нашей родины.Позор,False
3371,"что нужно сделать, чтобы тарифы не повышались, а понижались? - переизбрать главу страны.",False
3372,"Ужас, я же ел",False
3373,Когда вы уберете это из ленты?,False
3374,Зачем посты с этим человеком он своих даже партийцев защитить боится,False
3375,у 3% глупое выражение лица! это печально!,False
3376,Маняме а ну иди обратно в паблики,False
3377,На телевидение и в газетах один обман.,False
3378,ты и там не общаешься,False
3379,"2 человека чушь рассказывают судьям, а теперь их слушают",False
3380,Следи за своей речью,False
3381,"вот встал по правилам, а тут умники повыходят с ключами",False
3382,"говоришь неправду и провокация. пару сотен, это не вся беларусь.",False
3383,"сайт одноклассники плохо работает в последнее время, надо не сидеть там",False
3384,подлеца. на высшую меру наказания.,False
3385,"Юрий Алексеевич вы наверное видите что происходит с нашей страной, масок нашить не могут когда надо, какой Марс, одни вруны",False
3386,"Человек, который поработил народ, который в него верит",False
3387,Как можно это уничтожать а?все горит а не хорошие люди химзаводы строят и т.п.,False
3388,С чего это ему легче? Бери телегу и кати до машины,False
3389,его бы так трясти,False
3390,Евгений мак.не хочу даже вашу фамилию называть дальше.такие были всегда.вам все ровно на святыню.россии вам ( неуд.),False
3391,Судить страшным судом-за эксперименты над живыми людьми,False
3392,"ты ещё тут? Иди, через час должна быть у мариэль.",False
3393,Водителя на этой машине наказать без угрызений совести.,True
3394,Правила дорожного движения мальчик,False
3395,"Украина - не лучший образец для подражания! Из Вашингтона хорошо постарались, все им удалось 
Следующая - Беларусь!",False
3396,"ну не знай, значит до меня не дошел весь великий посыл в таком фильме, как груз-200.",False
3397,Бог ей судья.,False
3398,все катится и неизвестно куда прикатится,False
3399,Жертвовать здоровьем ради него не стоит,False
3400,В буквальном смысле такая страна! Во власти не достойные люди,False
3401,"Ты ещё тут? Иди собирайся, через час должна быть у Мариэль.",False
3402,пьяный за рулем четырнадцатый полицаи вообще не работают???,False
3403,Зачем вы наряжаете себя в такие маскарадные костюмы?,False
3404,А работники магазинов не хорошие люди им все аукнется,False
3405,"Сергей, ты плохой человек",True
3406,Затяни этот болт сильнее,False
3407,"Наказать, наказать всех.",False
3408,Сам то в то время там был? А я ездил,False
3409,"ты чего там грамотей, всех уму разуму учишь, отстань от меня",False
3410,Коммунисты всегда игнорируют такие неприятные треды,False
3411,"Ужас и кошмар , наказывать за такое",False
3412,этому глупому человеку больше нечего делать не тратьте времю зря не пишите пускай сама сабой разговаривают,True
3413,Иди отсюда. Не позорь проффесию.,False
3414,"ОМОН не трогать, что скажут , то и будет . Американцы опять потеряли Белоруссию",False
3415,"Ему невозможно объяснить, он как робот, которым управляют с пульта",False
3416,Это не мусор это биологические отходы,False
3417,"Да, помнится был в Лэнгли майор Хромченко, тот и так говорил, чем страннее тем лучше",False
3418,я знаю за кого голосовать,False
3419,вы цены на них видели  .когда вы уже подавитесь,True
3420,"Зачем их сажать в тюрьму, верните смертную казнь.",True
3421,таким людям такие машины!!! пешком пусть ходят,False
3422,"они лишили миллионы советских людей родины. берегите свою страну, россияне!",False
3423,"даже пироги у американцев невкусные, не вызывают желание есть",False
3424,Иди роботай,False
3425,Как могут быть такие штрафы? У людей зарплата всего 10 тысяч,False
3426,Когда этого человека уберут оттуда,False
3427,"Если остаться без ушей, что получится?",False
3428,из-за этого персонажа большинство постов не по теме,False
3429,Почему не видите что это плохой фотошоп?,False
3430,"Альберт, единая россия не пропустит-уже я проходил неоднократно, даже за тебя будут все избиратели твоего округа. Успеха",False
3431,"юрий алексеевич вы наверное видите с происходит с нашей страной масок нашить не могут когда нужно, какой марс, одни вруны",False
3432,"надоели эти гуманоиды,как будто с другой планеты,все против народа.",True
3433,Быстро кнопку скрыть на место вернул,False
3434,"Наказать врачей, ребенка загубили",False
3435,Их две что ли?,False
3436,"Люди недоношеные,один спящего мишку в берлоге убивает,другой в воде безпомощного медведя убивает,люди трусливые",True
3437,Смешно вы все наверное давно на пенсии а все туда же,False
3438,Как всегда не сказал правду о дочери и вакцыне,False
3439,ложь для истеричных самодур! многие блудницы перекрываются пафосными речами,True
3440,"Эти люди давно обнаглели,  а мы все терпим!",True
3441,"Сколько вышло на улицы проплаченных, лишь бы не работать!",False
3442,Кто сделал это видео,False
3443,Почему ему легче?Бери телегу и кати до машины,False
3444,Он никому не нужен.,False
3445,Кому он нужен этот человек,False
3446,Что ты тогда тут делаешь? Читай ресурсы в другом месте,False
3447,"Я вас поддерживаю. На это передачу приходят такие персоны, что нет слов. И Гордон, и Барановская очень хорошие ведущие.",False
3448,В США пособие для нищих в два раза больше,False
3449,Евгеша врун. Живет на даче своей девушки и живет на донаты мотаясь по заграницам,False
3450,Что за человек сделал это видео?,False
3451,"Согласен. Здороваешься за руку, а это недостойный человек.",True
3452,куда выгнать ?! Она должна отработать что должна.,False
3453,"Какой хитрый, да процентов 50 вообще никого не выбирали.",False
3454,"Я вас поддерживаю, плохие люди на передачу приходят, трудно не кричать. И Гордон и Барановская очень хорошие ведущие.",False
3455,Среди умных людей - безусловно. Но стреляют в основном не такие.,False
3456,Пять лет назад такая же проблема была с пятым айфоном!,False
3457,"Надо наказать, а деньги пойдут детям",False
3458,"Ты чего, грамотей, всех уму разуму учишь? Иди от сюда",True
3459,"учить их сразу надо,а деньги детям на лечение!",False
3460,Вам нужно вдвоем к доктору,False
3461,"Я так понимаю любить ты умеешь, а вязать крестиком можешь?",False
3462,"По лицу видно, что человек плохой",False
3463,помнится кто-то давно сказал: ...... будем мочить в сортирах,True
3464,"тина, тина, а дети в шоке и напуганы , потому что , мама у них глупая…",True
3465,"думай что пишешь, каие российские меньшинства? посадить бы тебя а оскорбления",False
3466,Что за муж? Глупый что ли?,True
3467,Из по трех штанов трусы виднеются,False
3468,Господи где их ум,True
3469,Слышишь! Я тебя не оскорблял. Я работаю. Месяцами не бываю дома.,False
3470,"Ты ничего не знаешь о селе, зачем выставлять такие посты?",False
3471,Тебе разве Петя разрешил в эфир выходить? Иди Томос встречай,False
3472,"видимо с одной компашки, не бросают своего, алкаша.",True
3473,"Работники магазинов плохие люди, пожалеют.",False
3474,"Почему вы обращаетесь на ""ты"" к незнакомым пожилым людям?",False
3475,"Путин уйдёт вы, не далекие люди,кто за ваших внуков заступится",True
3476,и до детей добрались!,False
3477,Куда выгнать? Она должна отработать.,False
3478,"Судя по твоим постам, мания к Путину у тебя, а не у нас.",False
3479,такому как ты доказательства бесполезны,False
3480,Таких людей заграницу их отправить и что бы не возвращались сюда не когда больше...,False
3481,она ж уже в гейехроппе.........где в законе ЛГБТ......и педофилия среди пасторов,True
3482,У нас есть Путин,False
3483,"сколько вышло на улицы проплаченных , лишь бы не работать!",False
3484,Что ты забыл в этой группе?,False
3485,"Дети в шоке т напуганы, потому что мама у них глупая",True
3486,"Позор родителям и учителям, что воспитали такого человека…",True
3487,​дешевый и распространенный металл (??!) пирит… что вы такое пишете?,False
3488,не истири.едь к себе ато все пропустишь,True
3489,"Теперь я знаю,за кого проголосовать",False
3490,Это майор. Учите звания и не суетитесь понапрасну,False
3491,Что вы делаете ?Бог всё видит!,False
3492,Теперь людей с нетрадиционной сексуальной ориентацией на фурах рекламируют,False
3493,они гробят свои авто только из-за того что пьяны или без документов.,False
3494,"это развод не видитесь, кидает, деньги ложишь а она блокирует",False
3495,Пусть сам уходит отсюда,False
3496,этот человек начал бы с себя.,False
3497,"вот тебе тут нужно было бы процитировать своего любимого автора, ты же кайфуешь от его высказываний",False
3498,"Уважение , ребята , а его надо было ещё и наказать",False
3499,Немецкие страны по типу Польши,False
3500,Похоже вы сами непонятно откуда,False
3501,"Ну их вместе с хохлячими, половину земли возврат, полупольские по жизни",True
3502,И такие люди правят страной?,False
3503,пусть сам едет отсюда,False
3504,Когда же настоящие хабаровчане поднимуться и сметут преступников со своих улиц? Хватит защищать воров и убийц!,False
3505,Неадекват чистой воды,True
3506,"Читай правильно. Я же говорю, много из расходует топлива, и плохо едет",False
3507,Что за муж? Он не в себе??,False
3508,"Сюда все едут и поляки, и украинцы, и американцы",False
3509,А кто это ?,False
3510,"Автор, ты ошибаешься, не надо путать Украину и нацистов",False
3511,"и причем ваша форма ребята. то, что творят полицейские это касается только тех, которые поднимают руку на народ.",False
3512,Ты даже не представляешь что будет.,False
3513,"А ты сам не достал свой народ, построением социализма, особенно твоё лицо...надо и честь иметь",False
3514,это майор. учите звания,False
3515,И за свои недостойные деяния получили награды и ордена.,False
3516,"Да сметут его, рано или поздно. Народ так жить не будет и не хочет.",False
3517,"Ну, посмотрел я комментарии к твоим постам, процент плохих ниже средней отметки.",False
3518,"А где нормальные? Почему я не видел геев и лесбиянок, которые бы осуждали чокнутых,",True
3519,Да все они там едросы плохие,False
3520,я так понимаю спать с мужчинами ты можешь..а вязать крестиком? слабо?,False
3521,ну а где находится правая рука роналду никого не волнует???,False
3522,"Кто она такая вообще, эта девушка-выскочка",False
3523,"Боже, какая не хорошая машина, бренд, краска, состояние машины.",False
3524,Трус а так красиво начинал,False
3525,"Зачем кричишь из-за угла, боишься",False
3526,"Альберт, Единая Россия не пропустит,уже проходили не однократно,даже если за тебя будут все избиратели твоего округа,успеха",False
3527,Как плохих людей земля носит,False
3528,"а ты покажи свои накопления, наверняка не 10 тысяч рублей",False
3529,Зачем жертвовать здоровьем ради странного человека.,False
3530,"Разыграть меня хочет, старьё мне подсовывает.",False
3531,Потому что ты глупый и ленивый. Жена ему плоха...))))))),True
3532,Просто с психикой унего проблемы,False
3533,Сами глупые и из детей хотят сделать свое подобие,False
3534,"Ничего себе, во как за власть держится",False
3535,"Он поработал народ,который в него верит",False
3536,у нас есть Путин,False
3537,"а гена фома с жениной заметки, его никак закрыть нельзя?",False
3538,"Автор молодец, уехал далеко из страны и живет своей жизнью",False
3539,Когда его уберут?,False
3540,"Полетели люди, туда им и дорога",False
3541,"Да каким нужно быть глупцом, чтобы нарядиться в этот маскарадный костюм! Зверев отдыхает.",True
3542,Скоро татары тебя раскулачат и отберут свою жену,True
3543,Зачем он нам нужен,False
3544,Вот встал по правилам. А тут выходят умные люди с ключами,False
3545,Начал бы с себя,False
3546,"Мать -нехорошая, променяла детей , почему страдают именно они",False
3547,"Береты были маргеловские у нас в 80-х, а сейчас не то. Тюбитейки и то лучше",False
3548,"ну что, поддержали президента?! а разгребать все будем!",False
3549,"Пьющий мужчина постоянно ввязывается в пьяные скандалы, лучше извинись и не обвиняй россиян в нетерпимости",False
3550,Пьяный человек за рулём. Четырнадцатый полицаи вообще не работают???,False
3551,"спецназ мог так поступить, в одном случае - им не дали бить протестующих, как положено",False
3552,я тебя не оскорблял. я работаю.месяцами небываю дома .,False
3553,Плохой человек не думает что однажды и к нему отнесутся плохо,False
3554,Кто тебя родил? И сам не рожай.,True
3555,Применить высшую меру наказания этому человеку,False
3556,"думай что пишешь,Посадить бы тебя за оскорбления",False
3557,урод. его бы так трясти. Негодяй.,True
3558,отстаньте от меня со своей чушью,True
3559,этот человек опять истину глаголет....,False
3560,Ума совсем нет.,True
3561,"Я не желаю здравия неумелым, что не могут тег 23 февраля поставить. Надоели уже",False
3562,"Вот они продажные люди, запомните эти лица.",True
3563,С чего ему легче? бери телегу и кати до машины,False
3564,почему не кто не видит плохой фотошоп,False
3565,рукаводство делает мозги дайте команду и от бандеровцев нечего неостанется а начальству выгодно там большие деньги отмывают,True
3566,"вкалывать нужно,а не лайки ставить. Недалекие",True
3567,"а то в нашей россии отдать некому - нищета растет , зато делаем такие проступки иначе не назовешь",False
3568,Этого рыжего в первой тройке нужно отдать под суд.,True
3569,"я тебя сам посажу,опустись с небес и взгляни на жизнь с земли",False
3570,Нехороший человек,False
3571,"не могу понять, я разве спрашивал у тебя советов?",False
3572,"Вы надоели, едь в Чехию, скажешь за дороги и пробки",False
3573,она как будто дар речи потеряла,False
3574,Животное сильно испугалось,False
3575,"Таких продажников надо подвергнуть суду общественности, чтобы остальным неповадно было",False
3576,"плохие люди все менты, што вы девчонку оскорбляете ано так и есть, идите к лукашенке и молчите",True
3577,такие люди тоже есть на белом свете?,False
3578,"Его судить надо, пусть отвечает за своё преступление.",False
3579,"на ври  ближнему, либо ближний обманет тебя.",False
3580,"думай, что пишешь",False
3581,"есть тема пиши по теме,если есть что сказать.если нет-не пиши",False
3582,А что это за человек?,False
3583,"Такой смелый, что далеко находишься!",False
3584,киселёву тоже угоди и заодно соловьёву !!!😁😁😁😁😁,False
3585,"Вирус ,клещи и много людей нетрадиционной ориентации появилось",False
3586,благодаря ему ты глупец щас пишешь эти комментарии,True
3587,почему он до сих пор не в бане?,False
3588,"Путлеровская? Не нужна такая, с подделкой",False
3589,"ну что, поддержали президента?! а разгребать все будем!",False
3590,"Сайт Одноклассники плохо работает в последнее время, пора перестать пользоваться.",False
3591,"Он убийца, его никто так напиваться не заставлял",False
3592,"наверное всех манит бар Стопка, и уже выбора нет - приходиться закусывать",False
3593,Это Майор. Учите звания.,False
3594,"Неадекватный! Враг! Ты и тебе подобные, во сне только и видите как Россия рассыпается. Не дождетесь!",True
3595,Идите все куда подальше Путин и коронавирус,True
3596,Просто плохой.ни о чем  один из людей оккупирующих группу.,False
3597,Удивляюсь ты олд сразу вспомнил ту группу в вк со смешными мемами,False
3598,"Надоели уже со своими ягодицами, женщины решили, что их ягодицы - это центр вселенной!",False
3599,Теперь я знаю за кого проголосовать,False
3600,"папа, обанкротишься знай",False
3601,Нафиг иди с Хакамадой и конец диалогу,True
3602,"Вот он секрет российских политиков,торговать лицом",False
3603,"Хорошо, блокируй, но что ты хочешь от меня?",False
3604,"Вот это ты олд, сразу вспомнил ту группу в вк, со смешными мемами",False
3605,"тебе отдаю его, пользуйся",False
3606,Пожилая женщина удавилась бы за свои кровные. Вброс рассчитан на недалельновидных людей,False
3607,потому что ты человек ленивый ! жена ему плоха...)))))),False
3608,"вот плохое, выплывает... а куда смотрят кнбшники?надо с этим заканчивать иначе повторится украинский сценарий...",True
